,full_text,text_clean,tokenize,stopwords,stemmed,tf,tf_idf
48,"Gibran kini punya gelar baru anak muda yang licik..   Makin keliatan sifat aslinya, publik merespon dg sentimen negatif!! https://t.co/b8kyloLIpp",gibran kini punya gelar baru anak muda yang licik makin keliatan sifat aslinya publik merespon dg sentimen negatif,"['gibran', 'kini', 'punya', 'gelar', 'baru', 'anak', 'muda', 'yang', 'licik', 'makin', 'keliatan', 'sifat', 'aslinya', 'publik', 'merespon', 'dg', 'sentimen', 'negatif']","['gibran', 'kini', 'punya', 'gelar', 'baru', 'anak', 'muda', 'licik', 'makin', 'keliatan', 'sifat', 'aslinya', 'publik', 'merespon', 'dg', 'sentimen', 'negatif', 'httpstcobkylolipp']","['gibran', 'kini', 'punya', 'gelar', 'baru', 'anak', 'muda', 'licik', 'makin', 'liat', 'sifat', 'asli', 'publik', 'merespon', 'dg', 'sentimen', 'negatif', 'httpstcobkylolipp']","{'gibran': 0.05555555555555555, 'kini': 0.05555555555555555, 'punya': 0.05555555555555555, 'gelar': 0.05555555555555555, 'baru': 0.05555555555555555, 'anak': 0.05555555555555555, 'muda': 0.05555555555555555, 'yang': 0.05555555555555555, 'licik': 0.05555555555555555, 'makin': 0.05555555555555555, 'keliatan': 0.05555555555555555, 'sifat': 0.05555555555555555, 'aslinya': 0.05555555555555555, 'publik': 0.05555555555555555, 'merespon': 0.05555555555555555, 'dg': 0.05555555555555555, 'sentimen': 0.05555555555555555, 'negatif': 0.05555555555555555}","{'gibran': 0.009135959882887418, 'kini': 0.12582321238941868, 'punya': 0.08699154548186208, 'gelar': 0.12582321238941868, 'baru': 0.09559720992551447, 'anak': 0.07565154644542182, 'muda': 0.09237543509342078, 'yang': 0.04721358194659547, 'licik': 0.12582321238941868, 'makin': 0.10909932374141973, 'keliatan': 0.11604036466410306, 'sifat': 0.14254710103741763, 'aslinya': 0.12582321238941868, 'publik': 0.10371543412986105, 'merespon': 0.14254710103741763, 'dg': 0.12582321238941868, 'sentimen': 0.14254710103741763, 'negatif': 0.12582321238941868}"
49,@Yurissa_Samosir @gibran_tweet @KPU_ID @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @RidNgemil @choymarkochoy Akun Gibran apa sih? Ada yg tau?,akun gibran apa sih ada yg tau,"['akun', 'gibran', 'apa', 'sih', 'ada', 'yg', 'tau']","['yurissasamosir', 'gibrantweet', 'kpuid', 'adamvelcro', 'adedhani', 'akalsehat', 'akingadit', 'chaidar', 'kangtoniee', 'nohceukenohhh', 'ridngemil', 'choymarkochoy', 'akun', 'gibran', 'apa', 'sih', 'yg', 'tau']","['yurissasamosir', 'gibrantweet', 'kpuid', 'adamvelcro', 'adedhani', 'akalsehat', 'akingadit', 'chaidar', 'kangtoniee', 'nohceukenohhh', 'ridngemil', 'choymarkochoy', 'akun', 'gibran', 'apa', 'sih', 'yg', 'tau']","{'akun': 0.14285714285714285, 'gibran': 0.14285714285714285, 'apa': 0.14285714285714285, 'sih': 0.14285714285714285, 'ada': 0.14285714285714285, 'yg': 0.14285714285714285, 'tau': 0.14285714285714285}","{'akun': 0.3235454032870766, 'gibran': 0.023492468270281935, 'apa': 0.18068826042993374, 'sih': 0.22369254552478823, 'ada': 0.1872250447957445, 'yg': 0.12022456415324694, 'tau': 0.25538522404141056}"
50,@ferdinand_mpu Ga jadi naik pbb Solo di era Gibran https://t.co/hq8JwVzMb7,ga jadi naik pbb solo di era gibran,"['ga', 'jadi', 'naik', 'pbb', 'solo', 'di', 'era', 'gibran']","['ferdinandmpu', 'ga', 'jadi', 'naik', 'pbb', 'solo', 'era', 'gibran', 'httpstcohqjwvzmb']","['ferdinandmpu', 'ga', 'jadi', 'naik', 'pbb', 'solo', 'era', 'gibran', 'httpstcohqjwvzmb']","{'ga': 0.125, 'jadi': 0.125, 'naik': 0.125, 'pbb': 0.125, 'solo': 0.125, 'di': 0.125, 'era': 0.125, 'gibran': 0.125}","{'ga': 0.17371956995222956, 'jadi': 0.1261931647382788, 'naik': 0.2610908204942319, 'pbb': 0.3207309773341897, 'solo': 0.06808231495044745, 'di': 0.08084621578718047, 'era': 0.23335972679218736, 'gibran': 0.020555909736496694}"
51,"@PartaiSocmed Saat dislepet Gibran soal IKN di debat kemarin, dia udh ga punya lagi kesempatan buat menyangggah  Alhasil dia baru klarifikasi lewat media,  Sebagai pendukung 01, saya akui performa cak imin krg bagus di debat kemarin, Tetapi setidaknya dia berani debat di kampus &amp  ruang publik.",saat dislepet gibran soal ikn di debat kemarin dia udh ga punya lagi kesempatan buat menyangggah alhasil dia baru klarifikasi lewat medium sebagai pendukung saya akui performa cak imin krg bagus di debat kemarin tetapi setidaknya dia berani debat di kampus amp ruang publik,"['saat', 'dislepet', 'gibran', 'soal', 'ikn', 'di', 'debat', 'kemarin', 'dia', 'udh', 'ga', 'punya', 'lagi', 'kesempatan', 'buat', 'menyangggah', 'alhasil', 'dia', 'baru', 'klarifikasi', 'lewat', 'medium', 'sebagai', 'pendukung', 'saya', 'akui', 'performa', 'cak', 'imin', 'krg', 'bagus', 'di', 'debat', 'kemarin', 'tetapi', 'setidaknya', 'dia', 'berani', 'debat', 'di', 'kampus', 'amp', 'ruang', 'publik']","['partaisocmed', 'dislepet', 'gibran', 'soal', 'ikn', 'debat', 'kemarin', 'udh', 'ga', 'punya', 'kesempatan', 'buat', 'menyangggah', 'alhasil', 'baru', 'klarifikasi', 'lewat', 'media', 'pendukung', 'akui', 'performa', 'cak', 'imin', 'krg', 'bagus', 'debat', 'kemarin', 'berani', 'debat', 'kampus', 'amp', 'ruang', 'publik']","['partaisocmed', 'dislepet', 'gibran', 'soal', 'ikn', 'debat', 'kemarin', 'udh', 'ga', 'punya', 'sempat', 'buat', 'menyangggah', 'alhasil', 'baru', 'klarifikasi', 'lewat', 'media', 'dukung', 'aku', 'performa', 'cak', 'imin', 'krg', 'bagus', 'debat', 'kemarin', 'berani', 'debat', 'kampus', 'amp', 'ruang', 'publik']","{'saat': 0.022727272727272728, 'dislepet': 0.022727272727272728, 'gibran': 0.022727272727272728, 'soal': 0.022727272727272728, 'ikn': 0.022727272727272728, 'di': 0.06818181818181818, 'debat': 0.06818181818181818, 'kemarin': 0.045454545454545456, 'dia': 0.06818181818181818, 'udh': 0.022727272727272728, 'ga': 0.022727272727272728, 'punya': 0.022727272727272728, 'lagi': 0.022727272727272728, 'kesempatan': 0.022727272727272728, 'buat': 0.022727272727272728, 'menyangggah': 0.022727272727272728, 'alhasil': 0.022727272727272728, 'baru': 0.022727272727272728, 'klarifikasi': 0.022727272727272728, 'lewat': 0.022727272727272728, 'medium': 0.022727272727272728, 'sebagai': 0.022727272727272728, 'pendukung': 0.022727272727272728, 'saya': 0.022727272727272728, 'akui': 0.022727272727272728, 'performa': 0.022727272727272728, 'cak': 0.022727272727272728, 'imin': 0.022727272727272728, 'krg': 0.022727272727272728, 'bagus': 0.022727272727272728, 'tetapi': 0.022727272727272728, 'setidaknya': 0.022727272727272728, 'berani': 0.022727272727272728, 'kampus': 0.022727272727272728, 'amp': 0.022727272727272728, 'ruang': 0.022727272727272728, 'publik': 0.022727272727272728}","{'saat': 0.03378787665058847, 'dislepet': 0.058314723151670855, 'gibran': 0.00373743813390849, 'soal': 0.0406294674611335, 'ikn': 0.04747105827167852, 'di': 0.04409793588391662, 'debat': 0.0877564239355015, 'kemarin': 0.09494211654335705, 'dia': 0.10676235127319438, 'udh': 0.05147313234112583, 'ga': 0.03158537635495083, 'punya': 0.03558745042439813, 'lagi': 0.034646707579893014, 'kesempatan': 0.058314723151670855, 'buat': 0.0406294674611335, 'menyangggah': 0.058314723151670855, 'alhasil': 0.058314723151670855, 'baru': 0.0391079495149832, 'klarifikasi': 0.05147313234112583, 'lewat': 0.042429041234943156, 'medium': 0.05147313234112583, 'sebagai': 0.04747105827167852, 'pendukung': 0.03778995072003578, 'saya': 0.029785802581141173, 'akui': 0.058314723151670855, 'performa': 0.058314723151670855, 'cak': 0.015568959690743778, 'imin': 0.015439933943205359, 'krg': 0.058314723151670855, 'bagus': 0.04747105827167852, 'tetapi': 0.058314723151670855, 'setidaknya': 0.058314723151670855, 'berani': 0.044631541530580805, 'kampus': 0.04747105827167852, 'amp': 0.042429041234943156, 'ruang': 0.058314723151670855, 'publik': 0.042429041234943156}"
52,"Gibran bikin Solo jadi pusat perhatian, Cak Imin nampaknya masih sibuk nyari wifi di dunia politik @OmbakBanyu2  https://t.co/WTZ4aa1FfJ",gibran bikin solo jadi pusat perhatian cak imin nampaknya masih sibuk nyari wifi di dunia politik,"['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'nampaknya', 'masih', 'sibuk', 'nyari', 'wifi', 'di', 'dunia', 'politik']","['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhatian', 'cak', 'imin', 'nampaknya', 'sibuk', 'nyari', 'wifi', 'dunia', 'politik', 'ombakbanyu', 'httpstcowtzaaffj']","['gibran', 'bikin', 'solo', 'jadi', 'pusat', 'perhati', 'cak', 'imin', 'nampaknya', 'sibuk', 'nyari', 'wifi', 'dunia', 'politik', 'ombakbanyu', 'httpstcowtzaaffj']","{'gibran': 0.0625, 'bikin': 0.0625, 'solo': 0.0625, 'jadi': 0.0625, 'pusat': 0.0625, 'perhatian': 0.0625, 'cak': 0.0625, 'imin': 0.0625, 'nampaknya': 0.0625, 'masih': 0.0625, 'sibuk': 0.0625, 'nyari': 0.0625, 'wifi': 0.0625, 'di': 0.0625, 'dunia': 0.0625, 'politik': 0.0625}","{'gibran': 0.010277954868248347, 'bikin': 0.05417986339609368, 'solo': 0.034041157475223724, 'jadi': 0.0630965823691394, 'pusat': 0.12273673920909721, 'perhatian': 0.11667986339609368, 'cak': 0.04281463914954539, 'imin': 0.04245981834381474, 'nampaknya': 0.1075468611662038, 'masih': 0.05259824681704554, 'sibuk': 0.07090525340715814, 'nyari': 0.08685978497611478, 'wifi': 0.16036548866709485, 'di': 0.040423107893590236, 'dunia': 0.1075468611662038, 'politik': 0.06545836742472688}"
53,Suksesnya Prabowo - Gibran di Pilpres menjadi prestasi positif yang diharapkan oleh TKD Indramayu. dekade08,suksesnya prabowo gibran di pilpres menjadi prestasi positif yang diharapkan oleh tkd indramayu dekade,"['suksesnya', 'prabowo', 'gibran', 'di', 'pilpres', 'menjadi', 'prestasi', 'positif', 'yang', 'diharapkan', 'oleh', 'tkd', 'indramayu', 'dekade']","['suksesnya', 'prabowo', 'gibran', 'pilpres', 'menjadi', 'prestasi', 'positif', 'diharapkan', 'tkd', 'indramayu', 'dekade']","['sukses', 'prabowo', 'gibran', 'pilpres', 'jadi', 'prestasi', 'positif', 'harap', 'tkd', 'indramayu', 'dekade']","{'suksesnya': 0.07142857142857142, 'prabowo': 0.07142857142857142, 'gibran': 0.07142857142857142, 'di': 0.07142857142857142, 'pilpres': 0.07142857142857142, 'menjadi': 0.07142857142857142, 'prestasi': 0.07142857142857142, 'positif': 0.07142857142857142, 'yang': 0.07142857142857142, 'diharapkan': 0.07142857142857142, 'oleh': 0.07142857142857142, 'tkd': 0.07142857142857142, 'indramayu': 0.07142857142857142, 'dekade': 0.07142857142857142}","{'suksesnya': 0.18327484419096554, 'prabowo': 0.0631861843784236, 'gibran': 0.011746234135140967, 'di': 0.046197837592674554, 'pilpres': 0.1491947545681325, 'menjadi': 0.1617727016435383, 'prestasi': 0.12291069847566147, 'positif': 0.14027055909611108, 'yang': 0.06070317678847989, 'diharapkan': 0.18327484419096554, 'oleh': 0.11511466494529947, 'tkd': 0.1617727016435383, 'indramayu': 0.1617727016435383, 'dekade': 0.08883060885282845}"
54,"Survei @kompascom menunjukkan prof. @mohmahfudmd unggul atas cak Imin dan Gibran yg berada di posisi paling buncit.   Gibran dianggap oleh pendukungnya paling menguasai panggung, padahal penilaian itu karena mereka shock saat debat capres, penampilan Prabowo hancur lebur pada… https://t.co/alzz0LEQDc",survei menunjukkan prof unggul atas cak imin dan gibran yg berada di posisi paling buncit gibran dianggap oleh pendukungnya paling menguasai panggung padahal penilaian itu karena mereka shock saat debat capres penampilan prabowo hancur lebur pada,"['survei', 'menunjukkan', 'prof', 'unggul', 'atas', 'cak', 'imin', 'dan', 'gibran', 'yg', 'berada', 'di', 'posisi', 'paling', 'buncit', 'gibran', 'dianggap', 'oleh', 'pendukungnya', 'paling', 'menguasai', 'panggung', 'padahal', 'penilaian', 'itu', 'karena', 'mereka', 'shock', 'saat', 'debat', 'capres', 'penampilan', 'prabowo', 'hancur', 'lebur', 'pada']","['survei', 'kompascom', 'menunjukkan', 'prof', 'mohmahfudmd', 'unggul', 'atas', 'cak', 'imin', 'gibran', 'yg', 'berada', 'posisi', 'paling', 'buncit', 'gibran', 'dianggap', 'pendukungnya', 'paling', 'menguasai', 'panggung', 'padahal', 'penilaian', 'shock', 'debat', 'capres', 'penampilan', 'prabowo', 'hancur', 'lebur', 'pada…', 'httpstcoalzzleqdc']","['survei', 'kompascom', 'tunjuk', 'prof', 'mohmahfudmd', 'unggul', 'atas', 'cak', 'imin', 'gibran', 'yg', 'ada', 'posisi', 'paling', 'buncit', 'gibran', 'anggap', 'dukung', 'paling', 'kuasa', 'panggung', 'padahal', 'nilai', 'shock', 'debat', 'capres', 'tampil', 'prabowo', 'hancur', 'lebur', 'pada', 'httpstcoalzzleqdc']","{'survei': 0.027777777777777776, 'menunjukkan': 0.027777777777777776, 'prof': 0.027777777777777776, 'unggul': 0.027777777777777776, 'atas': 0.027777777777777776, 'cak': 0.027777777777777776, 'imin': 0.027777777777777776, 'dan': 0.027777777777777776, 'gibran': 0.05555555555555555, 'yg': 0.027777777777777776, 'berada': 0.027777777777777776, 'di': 0.027777777777777776, 'posisi': 0.027777777777777776, 'paling': 0.05555555555555555, 'buncit': 0.027777777777777776, 'dianggap': 0.027777777777777776, 'oleh': 0.027777777777777776, 'pendukungnya': 0.027777777777777776, 'menguasai': 0.027777777777777776, 'panggung': 0.027777777777777776, 'padahal': 0.027777777777777776, 'penilaian': 0.027777777777777776, 'itu': 0.027777777777777776, 'karena': 0.027777777777777776, 'mereka': 0.027777777777777776, 'shock': 0.027777777777777776, 'saat': 0.027777777777777776, 'debat': 0.027777777777777776, 'capres': 0.027777777777777776, 'penampilan': 0.027777777777777776, 'prabowo': 0.027777777777777776, 'hancur': 0.027777777777777776, 'lebur': 0.027777777777777776, 'pada': 0.027777777777777776}","{'survei': 0.07127355051870882, 'menunjukkan': 0.07127355051870882, 'prof': 0.06291160619470934, 'unggul': 0.054549661870709865, 'atas': 0.06291160619470934, 'cak': 0.019028728510909063, 'imin': 0.018871030375028772, 'dan': 0.02168105510174307, 'gibran': 0.009135959882887418, 'yg': 0.02337699858535357, 'berada': 0.07127355051870882, 'di': 0.01796582573048455, 'posisi': 0.06291160619470934, 'paling': 0.10371543412986105, 'buncit': 0.07127355051870882, 'dianggap': 0.06291160619470934, 'oleh': 0.04476681414539424, 'pendukungnya': 0.05802018233205153, 'menguasai': 0.06291160619470934, 'panggung': 0.051857717064930524, 'padahal': 0.054549661870709865, 'penilaian': 0.06291160619470934, 'itu': 0.029463828898711433, 'karena': 0.04476681414539424, 'mereka': 0.06291160619470934, 'shock': 0.07127355051870882, 'saat': 0.041296293684052576, 'debat': 0.03575261715890802, 'capres': 0.06291160619470934, 'penampilan': 0.07127355051870882, 'prabowo': 0.024572405036053624, 'hancur': 0.07127355051870882, 'lebur': 0.07127355051870882, 'pada': 0.04234597593098034}"
55,@Lembayung071 Maaf gibran bkn mencerminkan anak muda masa kini...,maaf gibran bkn mencerminkan anak muda masa kini,"['maaf', 'gibran', 'bkn', 'mencerminkan', 'anak', 'muda', 'masa', 'kini']","['lembayung', 'maaf', 'gibran', 'bkn', 'mencerminkan', 'anak', 'muda', 'masa', 'kini']","['lembayung', 'maaf', 'gibran', 'bkn', 'cermin', 'anak', 'muda', 'masa', 'kini']","{'maaf': 0.125, 'gibran': 0.125, 'bkn': 0.125, 'mencerminkan': 0.125, 'anak': 0.125, 'muda': 0.125, 'masa': 0.125, 'kini': 0.125}","{'maaf': 0.24547347841819442, 'gibran': 0.020555909736496694, 'bkn': 0.3207309773341897, 'mencerminkan': 0.3207309773341897, 'anak': 0.1702159795021991, 'muda': 0.20784472896019676, 'masa': 0.24547347841819442, 'kini': 0.28310222787619205}"
56,"Prestasi Gibran bikin Jakarta dan Jateng jadi bahan tertawaan, ekonomi Solo unggul jauh @hasanmalayu  https://t.co/d44hQ4mvF6",prestasi gibran bikin jakarta dan jateng jadi bahan tertawaan ekonomi solo unggul jauh,"['prestasi', 'gibran', 'bikin', 'jakarta', 'dan', 'jateng', 'jadi', 'bahan', 'tertawaan', 'ekonomi', 'solo', 'unggul', 'jauh']","['prestasi', 'gibran', 'bikin', 'jakarta', 'jateng', 'jadi', 'bahan', 'tertawaan', 'ekonomi', 'solo', 'unggul', 'jauh', 'hasanmalayu', 'httpstcodhqmvf']","['prestasi', 'gibran', 'bikin', 'jakarta', 'jateng', 'jadi', 'bahan', 'tertawa', 'ekonomi', 'solo', 'unggul', 'jauh', 'hasanmalayu', 'httpstcodhqmvf']","{'prestasi': 0.07692307692307693, 'gibran': 0.07692307692307693, 'bikin': 0.07692307692307693, 'jakarta': 0.07692307692307693, 'dan': 0.07692307692307693, 'jateng': 0.07692307692307693, 'jadi': 0.07692307692307693, 'bahan': 0.07692307692307693, 'tertawaan': 0.07692307692307693, 'ekonomi': 0.07692307692307693, 'solo': 0.07692307692307693, 'unggul': 0.07692307692307693, 'jauh': 0.07692307692307693}","{'prestasi': 0.13236536758917392, 'gibran': 0.01264979060707489, 'bikin': 0.06668290879519223, 'jakarta': 0.08159214156566244, 'dan': 0.06003984489713467, 'jateng': 0.09729367869304127, 'jadi': 0.0776573321466331, 'bahan': 0.17421675561611819, 'tertawaan': 0.19737290912873215, 'ekonomi': 0.12044983220565521, 'solo': 0.04189680920027535, 'unggul': 0.15106060210350428, 'jauh': 0.13751512063768262}"
57,"Gibran bisa, Cak Imin kayaknya masih nyari semangat @m1n4_95  https://t.co/NecqWkJ6da",gibran bisa cak imin kayaknya masih nyari semangat,"['gibran', 'bisa', 'cak', 'imin', 'kayaknya', 'masih', 'nyari', 'semangat']","['gibran', 'cak', 'imin', 'kayaknya', 'nyari', 'semangat', 'mn', 'httpstconecqwkjda']","['gibran', 'cak', 'imin', 'kayak', 'nyari', 'semangat', 'mn', 'httpstconecqwkjda']","{'gibran': 0.125, 'bisa': 0.125, 'cak': 0.125, 'imin': 0.125, 'kayaknya': 0.125, 'masih': 0.125, 'nyari': 0.125, 'semangat': 0.125}","{'gibran': 0.020555909736496694, 'bisa': 0.1398362234164123, 'cak': 0.08562927829909078, 'imin': 0.08491963668762947, 'kayaknya': 0.15810222787619205, 'masih': 0.10519649363409107, 'nyari': 0.17371956995222956, 'semangat': 0.3207309773341897}"
58,"Dibandingkan Gibran, kayaknya Cak Imin lebih cocok jadi motivator daripada pemimpin @Adinda_AZahrany  https://t.co/SYCuYPiXVj",dibandingkan gibran kayaknya cak imin lebih cocok jadi motivator daripada pemimpin,"['dibandingkan', 'gibran', 'kayaknya', 'cak', 'imin', 'lebih', 'cocok', 'jadi', 'motivator', 'daripada', 'pemimpin']","['dibandingkan', 'gibran', 'kayaknya', 'cak', 'imin', 'lebih', 'cocok', 'jadi', 'motivator', 'pemimpin', 'adindaazahrany', 'httpstcosycuypixvj']","['banding', 'gibran', 'kayak', 'cak', 'imin', 'lebih', 'cocok', 'jadi', 'motivator', 'pimpin', 'adindaazahrany', 'httpstcosycuypixvj']","{'dibandingkan': 0.09090909090909091, 'gibran': 0.09090909090909091, 'kayaknya': 0.09090909090909091, 'cak': 0.09090909090909091, 'imin': 0.09090909090909091, 'lebih': 0.09090909090909091, 'cocok': 0.09090909090909091, 'jadi': 0.09090909090909091, 'motivator': 0.09090909090909091, 'daripada': 0.09090909090909091, 'pemimpin': 0.09090909090909091}","{'dibandingkan': 0.23325889260668342, 'gibran': 0.01494975253563396, 'kayaknya': 0.1149834384554124, 'cak': 0.062275838762975114, 'imin': 0.061759735772821435, 'lebih': 0.09768055680356773, 'cocok': 0.17852616612232322, 'jadi': 0.09177684708238458, 'motivator': 0.23325889260668342, 'daripada': 0.17852616612232322, 'pemimpin': 0.17852616612232322}"
59,"Gibran punya formula sukses, Cak Imin kayaknya masih sibuk baca buku resep kepemimpinan @OnlyFrens  https://t.co/eCpTB5peDF",gibran punya formula sukses cak imin kayaknya masih sibuk baca buku resep kepemimpinan,"['gibran', 'punya', 'formula', 'sukses', 'cak', 'imin', 'kayaknya', 'masih', 'sibuk', 'baca', 'buku', 'resep', 'kepemimpinan']","['gibran', 'punya', 'formula', 'sukses', 'cak', 'imin', 'kayaknya', 'sibuk', 'baca', 'buku', 'resep', 'kepemimpinan', 'onlyfrens', 'httpstcoecptbpedf']","['gibran', 'punya', 'formula', 'sukses', 'cak', 'imin', 'kayak', 'sibuk', 'baca', 'buku', 'resep', 'pimpin', 'onlyfrens', 'httpstcoecptbpedf']","{'gibran': 0.07692307692307693, 'punya': 0.07692307692307693, 'formula': 0.07692307692307693, 'sukses': 0.07692307692307693, 'cak': 0.07692307692307693, 'imin': 0.07692307692307693, 'kayaknya': 0.07692307692307693, 'masih': 0.07692307692307693, 'sibuk': 0.07692307692307693, 'baca': 0.07692307692307693, 'buku': 0.07692307692307693, 'resep': 0.07692307692307693, 'kepemimpinan': 0.07692307692307693}","{'gibran': 0.01264979060707489, 'punya': 0.12044983220565521, 'formula': 0.19737290912873215, 'sukses': 0.10690435073983358, 'cak': 0.05269494049174818, 'imin': 0.05225823796161814, 'kayaknya': 0.09729367869304127, 'masih': 0.06473630377482528, 'sibuk': 0.08726800419342541, 'baca': 0.16067127415029656, 'buku': 0.17421675561611819, 'resep': 0.17421675561611819, 'kepemimpinan': 0.15106060210350428}"
60,"Gibran bikin Solo hebat, Jakarta-Jateng? Hmmm, kurang ada gebrakan positif @firzieidris  https://t.co/vkmXND5WJi",gibran bikin solo hebat jakartajateng hmmm kurang ada gebrakan positif,"['gibran', 'bikin', 'solo', 'hebat', 'jakartajateng', 'hmmm', 'kurang', 'ada', 'gebrakan', 'positif']","['gibran', 'bikin', 'solo', 'hebat', 'jakartajateng', 'hmmm', 'kurang', 'gebrakan', 'positif', 'firzieidris', 'httpstcovkmxndwji']","['gibran', 'bikin', 'solo', 'hebat', 'jakartajateng', 'hmmm', 'kurang', 'gebrak', 'positif', 'firzieidris', 'httpstcovkmxndwji']","{'gibran': 0.1, 'bikin': 0.1, 'solo': 0.1, 'hebat': 0.1, 'jakartajateng': 0.1, 'hmmm': 0.1, 'kurang': 0.1, 'ada': 0.1, 'gebrakan': 0.1, 'positif': 0.1}","{'gibran': 0.016444727789197356, 'bikin': 0.08668778143374989, 'solo': 0.05446585196035796, 'hebat': 0.13353988972952438, 'jakartajateng': 0.17207497786592607, 'hmmm': 0.22648178230095364, 'kurang': 0.20887265639538552, 'ada': 0.13105753135702117, 'gebrakan': 0.2565847818673518, 'positif': 0.19637878273455556}"
61,"Buruh Jepara: Prabowo - Gibran, Kita Bangga! dekade08",buruh jepara prabowo gibran kita bangga dekade,"['buruh', 'jepara', 'prabowo', 'gibran', 'kita', 'bangga', 'dekade']","['buruh', 'jepara', 'prabowo', 'gibran', 'bangga', 'dekade']","['buruh', 'jepara', 'prabowo', 'gibran', 'bangga', 'dekade']","{'buruh': 0.14285714285714285, 'jepara': 0.14285714285714285, 'prabowo': 0.14285714285714285, 'gibran': 0.14285714285714285, 'kita': 0.14285714285714285, 'bangga': 0.14285714285714285, 'dekade': 0.14285714285714285}","{'buruh': 0.21777930478789892, 'jepara': 0.23022932989059894, 'prabowo': 0.1263723687568472, 'gibran': 0.023492468270281935, 'kita': 0.19453254800251324, 'bangga': 0.3235454032870766, 'dekade': 0.1776612177056569}"
62,"Gausah lempar ke case lain, saya jijik diwakilin ama gibran dan juga partai andai, saya org susah gapernah masuk kampus modal power om saya, dan saya jg bukan penjilat pantat org kek partai anda 5 taun full jadi jongos jokowi doang gak lebih.",gausah lempar ke case lain saya jijik diwakilin ama gibran dan juga partai andai saya org susah gapernah masuk kampus modal power om saya dan saya jg bukan penjilat pantat org kek partai anda taun full jadi jongos jokowi doang gak lebih,"['gausah', 'lempar', 'ke', 'case', 'lain', 'saya', 'jijik', 'diwakilin', 'ama', 'gibran', 'dan', 'juga', 'partai', 'andai', 'saya', 'org', 'susah', 'gapernah', 'masuk', 'kampus', 'modal', 'power', 'om', 'saya', 'dan', 'saya', 'jg', 'bukan', 'penjilat', 'pantat', 'org', 'kek', 'partai', 'anda', 'taun', 'full', 'jadi', 'jongos', 'jokowi', 'doang', 'gak', 'lebih']","['gausah', 'lempar', 'case', 'jijik', 'diwakilin', 'ama', 'gibran', 'partai', 'andai', 'org', 'susah', 'gapernah', 'masuk', 'kampus', 'modal', 'power', 'om', 'jg', 'bukan', 'penjilat', 'pantat', 'org', 'kek', 'partai', 'taun', 'full', 'jadi', 'jongos', 'jokowi', 'doang', 'gak', 'lebih']","['gausah', 'lempar', 'case', 'jijik', 'diwakilin', 'ama', 'gibran', 'partai', 'andai', 'org', 'susah', 'gapernah', 'masuk', 'kampus', 'modal', 'power', 'om', 'jg', 'bukan', 'jilat', 'pantat', 'org', 'kek', 'partai', 'taun', 'full', 'jadi', 'jongos', 'jokowi', 'doang', 'gak', 'lebih']","{'gausah': 0.023809523809523808, 'lempar': 0.023809523809523808, 'ke': 0.023809523809523808, 'case': 0.023809523809523808, 'lain': 0.023809523809523808, 'saya': 0.09523809523809523, 'jijik': 0.023809523809523808, 'diwakilin': 0.023809523809523808, 'ama': 0.023809523809523808, 'gibran': 0.023809523809523808, 'dan': 0.047619047619047616, 'juga': 0.023809523809523808, 'partai': 0.047619047619047616, 'andai': 0.023809523809523808, 'org': 0.047619047619047616, 'susah': 0.023809523809523808, 'gapernah': 0.023809523809523808, 'masuk': 0.023809523809523808, 'kampus': 0.023809523809523808, 'modal': 0.023809523809523808, 'power': 0.023809523809523808, 'om': 0.023809523809523808, 'jg': 0.023809523809523808, 'bukan': 0.023809523809523808, 'penjilat': 0.023809523809523808, 'pantat': 0.023809523809523808, 'kek': 0.023809523809523808, 'anda': 0.023809523809523808, 'taun': 0.023809523809523808, 'full': 0.023809523809523808, 'jadi': 0.023809523809523808, 'jongos': 0.023809523809523808, 'jokowi': 0.023809523809523808, 'doang': 0.023809523809523808, 'gak': 0.023809523809523808, 'lebih': 0.023809523809523808}","{'gausah': 0.06109161473032185, 'lempar': 0.06109161473032185, 'ke': 0.02912916994884075, 'case': 0.06109161473032185, 'lain': 0.04675685303203703, 'saya': 0.12481669653049633, 'jijik': 0.06109161473032185, 'diwakilin': 0.06109161473032185, 'ama': 0.04097023282522049, 'gibran': 0.0039154113783803225, 'dan': 0.03716752303155955, 'juga': 0.03380285197607809, 'partai': 0.09946316971208832, 'andai': 0.05392423388117944, 'org': 0.09946316971208832, 'susah': 0.05392423388117944, 'gapernah': 0.06109161473032185, 'masuk': 0.04675685303203703, 'kampus': 0.04973158485604416, 'modal': 0.05392423388117944, 'power': 0.06109161473032185, 'om': 0.04444947176994045, 'jg': 0.04675685303203703, 'bukan': 0.034569153961111446, 'penjilat': 0.06109161473032185, 'pantat': 0.05392423388117944, 'kek': 0.04973158485604416, 'anda': 0.03380285197607809, 'taun': 0.06109161473032185, 'full': 0.05392423388117944, 'jadi': 0.024036793283481673, 'jongos': 0.06109161473032185, 'jokowi': 0.03380285197607809, 'doang': 0.05392423388117944, 'gak': 0.03242209133375221, 'lebih': 0.025583002972362975}"
